Rank;Full Journal Title;ISSN;Journal Impact Factor
4015;Journal of Geographical Sciences;1009-637X;1.923
2311;JOURNAL OF EVOLUTIONARY BIOLOGY;1010-061X;2.747
7602;ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE;1010-0652;0.974
2044;TUMOR BIOLOGY;1010-4283;2.926
5052;JOURNAL OF CRANIO-MAXILLOFACIAL SURGERY;1010-5182;1.592
4645;Asia-Pacific Journal of Public Health;1010-5395;1.722
4645;Asia-Pacific Journal of Public Health;1010-5395;1.722
2745;JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY A-CHEMISTRY;1010-6030;2.477
5835;Geocarto International;1010-6049;1.380
9495;Medicina-Lithuania;1010-660X;0.609
10782;TURKIYE ENTOMOLOJI DERGISI-TURKISH JOURNAL OF ENTOMOLOGY;1010-6960;0.375
2231;EUROPEAN JOURNAL OF CARDIO-THORACIC SURGERY;1010-7940;2.803
1919;JOURNAL OF PHOTOCHEMISTRY AND PHOTOBIOLOGY B-BIOLOGY;1011-1344;3.035
8706;ASIAN-AUSTRALASIAN JOURNAL OF ANIMAL SCIENCES;1011-2367;0.756
3111;CATALYSIS LETTERS;1011-372X;2.294
9409;BULLETIN OF THE CHEMICAL SOCIETY OF ETHIOPIA;1011-3924;0.623
9647;Pakistan Journal of Pharmaceutical Sciences;1011-601X;0.581
4733;STEREOTACTIC AND FUNCTIONAL NEUROSURGERY;1011-6125;1.691
9456;JOURNAL OF WORLD TRADE;1011-6702;0.616
11553;Acta Cardiologica Sinica;1011-6842;0.201
6733;MEDICAL PRINCIPLES AND PRACTICE;1011-7571;1.159
6331;JOURNAL OF KOREAN MEDICAL SCIENCE;1011-8934;1.256
7907;SOUTH AFRICAN JOURNAL OF GEOLOGY;1012-0750;0.909
7739;ANNALS OF MATHEMATICS AND ARTIFICIAL INTELLIGENCE;1012-2443;0.944
11146;Pflege;1012-5302;0.298
11146;Pflege;1012-5302;0.298
5983;International Review for the Sociology of Sport;1012-6902;1.341
11344;Academia-Revista Latinoamericana de Administracion;1012-8255;0.250
8730;HERPETOZOA;1013-4425;0.750
6052;Annals of Dermatology;1013-9087;1.325
11581;Hong Kong Journal of Paediatrics;1013-9923;0.194
2913;AQUATIC SCIENCES;1015-1621;2.398
4612;PATHOBIOLOGY;1015-2008;1.732
2379;FETAL DIAGNOSIS AND THERAPY;1015-3837;2.700
3903;EUROPEAN JOURNAL OF PSYCHOLOGICAL ASSESSMENT;1015-5759;1.969
618;BRAIN PATHOLOGY;1015-6305;5.256
10743;GENETIC COUNSELING;1015-8146;0.384
11151;Bulletin of the Korean Mathematical Society;1015-8634;0.297
806;CELLULAR PHYSIOLOGY AND BIOCHEMISTRY;1015-8987;4.652
7894;Asian Journal of Surgery;1015-9584;0.912
1578;CEREBROVASCULAR DISEASES;1015-9770;3.359
11376;PEDIATRIC NEUROSURGERY;1016-2291;0.245
10701;JOURNAL OF INFORMATION SCIENCE AND ENGINEERING;1016-2364;0.392
10807;Zeitschrift fur Neuropsychologie;1016-264X;0.371
11960;KOREAN JOURNAL OF DEFENSE ANALYSIS;1016-3271;0.031
10965;COMPUTATIONAL COMPLEXITY;1016-3328;0.342
5475;GEOMETRIC AND FUNCTIONAL ANALYSIS;1016-443X;1.476
9417;VERHALTENSTHERAPIE;1016-6262;0.622
9417;VERHALTENSTHERAPIE;1016-6262;0.622
2421;MOLECULES AND CELLS;1016-8478;2.670
11143;Structural Engineering International;1016-8664;0.299
1564;EUROPEAN PSYCHOLOGIST;1016-9040;3.372
8264;STATISTICA SINICA;1017-0405;0.838
9799;TERRESTRIAL ATMOSPHERIC AND OCEANIC SCIENCES;1017-0839;0.556
5879;NUMERICAL ALGORITHMS;1017-1398;1.366
8868;AFRICAN DEVELOPMENT REVIEW-REVUE AFRICAINE DE DEVELOPPEMENT;1017-6772;0.724
4752;JOURNAL OF MICROBIOLOGY AND BIOTECHNOLOGY;1017-7825;1.685
10823;KLINIK PSIKOFARMAKOLOJI BULTENI-BULLETIN OF CLINICAL PSYCHOPHARMACOLOGY;1017-7833;0.367
9456;JOURNAL OF ELECTRONIC IMAGING;1017-9909;0.616
10676;Acta Orthopaedica et Traumatologica Turcica;1017-995X;0.398
3352;JOURNAL OF VASCULAR RESEARCH;1018-1172;2.186
10694;Pragmatics;1018-2101;0.393
2413;INTERNATIONAL ARCHIVES OF ALLERGY AND IMMUNOLOGY;1018-2438;2.677
10803;FRESENIUS ENVIRONMENTAL BULLETIN;1018-4619;0.372
827;EUROPEAN JOURNAL OF HUMAN GENETICS;1018-4813;4.580
8343;TELECOMMUNICATION SYSTEMS;1018-4864;0.822
10793;GENEVA PAPERS ON RISK AND INSURANCE-ISSUES AND PRACTICE;1018-5895;0.373
10544;Journal of Animal and Plant Sciences;1018-7081;0.422
5573;DERMATOLOGY;1018-8665;1.449
1596;EUROPEAN CHILD & ADOLESCENT PSYCHIATRY;1018-8827;3.339
1596;EUROPEAN CHILD & ADOLESCENT PSYCHIATRY;1018-8827;3.339
3495;JOURNAL OF INVESTIGATIONAL ALLERGOLOGY AND CLINICAL IMMUNOLOGY;1018-9068;2.131
11819;Asia Pacific Law Review;1019-2557;0.111
11018;HERALD OF THE RUSSIAN ACADEMY OF SCIENCES;1019-3316;0.327
10066;Turkish Neurosurgery;1019-5149;0.508
1943;INTERNATIONAL JOURNAL OF ONCOLOGY;1019-6439;3.018
5751;Electronic Markets;1019-6781;1.404
6052;ADVANCES IN COMPUTATIONAL MATHEMATICS;1019-7168;1.325
9409;COMMUNICATIONS IN ANALYSIS AND GEOMETRY;1019-8385;0.623
10449;Journal of the South African Veterinary Association;1019-9128;0.441
9196;EASTERN MEDITERRANEAN HEALTH JOURNAL;1020-3397;0.663
9196;EASTERN MEDITERRANEAN HEALTH JOURNAL;1020-3397;0.663
8747;REVISTA PANAMERICANA DE SALUD PUBLICA-PAN AMERICAN JOURNAL OF PUBLIC HEALTH;1020-4989;0.747
11810;Journal of the South African Institution of Civil Engineering;1021-2019;0.115
2726;ONCOLOGY REPORTS;1021-335X;2.486
10003;AFRICAN ENTOMOLOGY;1021-3589;0.521
8796;RUSSIAN JOURNAL OF PLANT PHYSIOLOGY;1021-4437;0.737
11400;Journal of Energy in Southern Africa;1021-447X;0.237
8028;ZOOLOGICAL STUDIES;1021-5506;0.885
9831;FORSCHENDE KOMPLEMENTARMEDIZIN;1021-7096;0.551
2988;NEUROIMMUNOMODULATION;1021-7401;2.361
10707;FOLIA PHONIATRICA ET LOGOPAEDICA;1021-7762;0.391
10707;FOLIA PHONIATRICA ET LOGOPAEDICA;1021-7762;0.391
2029;JOURNAL OF BIOMEDICAL SCIENCE;1021-7770;2.935
3878;JOURNAL OF FOOD AND DRUG ANALYSIS;1021-9498;1.980
8469;NODEA-NONLINEAR DIFFERENTIAL EQUATIONS AND APPLICATIONS;1021-9722;0.797
11108;IRANIAN JOURNAL OF CHEMISTRY & CHEMICAL ENGINEERING-INTERNATIONAL ENGLISH EDITION;1021-9986;0.307
7424;WIRELESS NETWORKS;1022-0038;1.006
6352;AFRICAN JOURNAL OF RANGE & FORAGE SCIENCE;1022-0119;1.250
808;MACROMOLECULAR RAPID COMMUNICATIONS;1022-1336;4.638
3111;MACROMOLECULAR THEORY AND SIMULATIONS;1022-1344;2.294
2701;MACROMOLECULAR CHEMISTRY AND PHYSICS;1022-1352;2.495
6781;Selecta Mathematica-New Series;1022-1824;1.148
10959;JCPSP-Journal of the College of Physicians and Surgeons Pakistan;1022-386X;0.343
11046;CHINESE JOURNAL OF ELECTRONICS;1022-4653;0.319
2993;TOPICS IN CATALYSIS;1022-5528;2.355
9877;Journal of Orthopaedic Surgery;1022-5536;0.542
2973;EUROPEAN ADDICTION RESEARCH;1022-6877;2.367
2973;EUROPEAN ADDICTION RESEARCH;1022-6877;2.367
10410;RUSSIAN JOURNAL OF GENETICS;1022-7954;0.448
10251;Language Matters;1022-8195;0.476
3903;JOURNAL OF POLYMER RESEARCH;1022-9760;1.969
9046;RUSSIAN JOURNAL OF ELECTROCHEMISTRY;1023-1935;0.692
11146;Journal of Marine Science and Technology-Taiwan;1023-2796;0.298
2598;INFLAMMATION RESEARCH;1023-3830;2.557
7435;CCAMLR SCIENCE;1023-4063;1.000
6062;NONLINEAR PROCESSES IN GEOPHYSICS;1023-5809;1.321
8670;JOURNAL OF DIFFERENCE EQUATIONS AND APPLICATIONS;1023-6198;0.761
9056;MARINE AND FRESHWATER BEHAVIOUR AND PHYSIOLOGY;1023-6244;0.691
5343;INTERNATIONAL JOURNAL OF POLYMER ANALYSIS AND CHARACTERIZATION;1023-666X;1.515
4513;TRIBOLOGY LETTERS;1023-8883;1.758
10885;MAIN GROUP CHEMISTRY;1024-1221;0.355
9292;MATHEMATICAL PROBLEMS IN ENGINEERING;1024-123X;0.644
7992;BIOCATALYSIS AND BIOTRANSFORMATION;1024-2422;0.892
10536;DEFENCE AND PEACE ECONOMICS;1024-2694;0.423
8016;HONG KONG MEDICAL JOURNAL;1024-2708;0.887
10200;Markov Processes and Related Fields;1024-2953;0.484
5820;Hematology;1024-5332;1.385
11705;Hong Kong Journal of Emergency Medicine;1024-9079;0.153
2436;Consumption Markets & Culture;1025-3866;2.659
2939;STRESS-THE INTERNATIONAL JOURNAL ON THE BIOLOGY OF STRESS;1025-3890;2.383
4222;COMPUTER METHODS IN BIOMECHANICS AND BIOMEDICAL ENGINEERING;1025-5842;1.850
7780;ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES;1025-6016;0.935
5483;GeoArabia;1025-6059;1.475
8150;Mine Water and the Environment;1025-9112;0.864
9287;DISCRETE DYNAMICS IN NATURE AND SOCIETY;1026-0226;0.646
4759;IRANIAN POLYMER JOURNAL;1026-1265;1.684
10937;RUSSIAN JOURNAL OF HERPETOLOGY;1026-2296;0.347
10642;PACHYDERM;1026-2881;0.405
9118;Scientia Iranica;1026-3098;0.679
8804;REVISTA MEXICANA DE CIENCIAS GEOLOGICAS;1026-8774;0.736
3443;INTERNATIONAL JOURNAL OF TUBERCULOSIS AND LUNG DISEASE;1027-3719;2.148
11761;European Integration Online Papers-EIOP;1027-5193;0.133
9448;TAIWANESE JOURNAL OF MATHEMATICS;1027-5487;0.617
1096;HYDROLOGY AND EARTH SYSTEM SCIENCES;1027-5606;3.990
11204;International Journal of Acoustics and Vibration;1027-5851;0.283
10151;Dermatologica Sinica;1027-8117;0.494
11167;Bangladesh Journal of Plant Taxonomy;1028-2092;0.293
7144;Journal of Studies in International Education;1028-3153;1.066
10348;DOKLADY EARTH SCIENCES;1028-334X;0.460
10040;DOKLADY PHYSICS;1028-3358;0.513
2504;NUTRITIONAL NEUROSCIENCE;1028-415X;2.616
8147;Taiwanese Journal of Obstetrics & Gynecology;1028-4559;0.865
7410;JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH;1028-6020;1.009
11781;Iranian Journal of Science and Technology Transaction A-Science;1028-6276;0.128
7997;CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS;1028-6608;0.891
9021;International Journal of Cultural Policy;1028-6632;0.697
9371;JOURNAL OF INEQUALITIES AND APPLICATIONS;1029-242X;0.630
7809;Archives of Iranian Medicine;1029-2977;0.931
9898;Investment Analysts Journal;1029-3523;0.538
1796;NEUROTOXICITY RESEARCH;1029-8428;3.140
8067;International Journal of Pavement Engineering;1029-8436;0.877
459;JOURNAL OF HIGH ENERGY PHYSICS;1029-8479;6.023
6062;MUSICAE SCIENTIAE;1029-8649;1.321
4636;Physical Mesomechanics;1029-9599;1.724
9279;AUSTRALIAN SYSTEMATIC BOTANY;1030-1887;0.648
11174;Continuum-Journal of Media & Cultural Studies;1030-4312;0.291
3477;REPRODUCTION FERTILITY AND DEVELOPMENT;1031-3613;2.135
11785;FOOD AUSTRALIA;1032-5298;0.125
5471;JOURNAL OF PAEDIATRICS AND CHILD HEALTH;1034-4810;1.477
8808;International Journal of Disability Development and Education;1034-912X;0.735
10907;Social Semiotics;1035-0330;0.352
9644;Economic and Labour Relations Review;1035-3046;0.582
7435;WILDLIFE RESEARCH;1035-3712;1.000
8328;Australian Accounting Review;1035-6908;0.825
9317;AUSTRALIAN JOURNAL OF INTERNATIONAL AFFAIRS;1035-7718;0.639
10163;Asian Studies Review;1035-7823;0.492
8931;Australian Journal of Anthropology;1035-8811;0.714
6434;Health Promotion Journal of Australia;1036-1073;1.231
5465;Australian Critical Care;1036-7314;1.479
5465;Australian Critical Care;1036-7314;1.479
6595;RANGELAND JOURNAL;1036-9872;1.194
11344;Australian Journal of Guidance and Counselling;1037-2911;0.250
11904;Road & Transport Research;1037-5783;0.067
8020;Contemporary Nurse;1037-6178;0.886
8020;Contemporary Nurse;1037-6178;0.886
8613;Asia Pacific Journal of Human Resources;1038-4111;0.769
5783;ISLAND ARC;1038-4871;1.397
8653;Australian Journal of Rural Health;1038-5282;0.764
8653;Australian Journal of Rural Health;1038-5282;0.764
10398;APPITA;1038-6807;0.450
8847;Australasian Psychiatry;1039-8562;0.728
8847;Australasian Psychiatry;1039-8562;0.728
2755;ELECTROANALYSIS;1040-0397;2.471
4212;STRUCTURAL CHEMISTRY;1040-0400;1.854
8045;CREATIVITY RESEARCH JOURNAL;1040-0419;0.881
6227;ASSISTIVE TECHNOLOGY;1040-0435;1.283
780;AMERICAN JOURNAL OF PHYSIOLOGY-LUNG CELLULAR AND MOLECULAR PHYSIOLOGY;1040-0605;4.721
5081;Annals of Clinical Psychiatry;1040-1237;1.583
5081;Annals of Clinical Psychiatry;1040-1237;1.583
6733;TEACHING AND LEARNING IN MEDICINE;1040-1334;1.159
5695;TRIBOLOGY TRANSACTIONS;1040-2004;1.418
6997;LAKE AND RESERVOIR MANAGEMENT;1040-2381;1.100
1003;ACADEMIC MEDICINE;1040-2446;4.194
2083;PSYCHOLOGICAL ASSESSMENT;1040-3590;2.901
3463;MOLECULAR REPRODUCTION AND DEVELOPMENT;1040-452X;2.141
250;PLANT CELL;1040-4651;8.538
5609;OPTOMETRY AND VISION SCIENCE;1040-5488;1.442
3657;QUATERNARY INTERNATIONAL;1040-6182;2.067
6588;JOURNAL OF VETERINARY DIAGNOSTIC INVESTIGATION;1040-6387;1.196
7677;POLYCYCLIC AROMATIC COMPOUNDS;1040-6638;0.959
2540;EDUCATIONAL PSYCHOLOGY REVIEW;1040-726X;2.587
4812;JOURNAL OF CLUSTER SCIENCE;1040-7278;1.664
6953;Journal of Dynamics and Differential Equations;1040-7294;1.110
452;NEUROPSYCHOLOGY REVIEW;1040-7308;6.061
452;NEUROPSYCHOLOGY REVIEW;1040-7308;6.061
11095;Differences-A Journal of Feminist Cultural Studies;1040-7391;0.310
8120;ECOLOGICAL PSYCHOLOGY;1040-7413;0.870
3979;NUMERICAL HEAT TRANSFER PART A-APPLICATIONS;1040-7782;1.937
6030;NUMERICAL HEAT TRANSFER PART B-FUNDAMENTALS;1040-7790;1.330
2423;CRITICAL REVIEWS IN ANALYTICAL CHEMISTRY;1040-8347;2.667
1014;CRITICAL REVIEWS IN CLINICAL LABORATORY SCIENCES;1040-8363;4.167
564;CRITICAL REVIEWS IN FOOD SCIENCE AND NUTRITION;1040-8398;5.492
2609;CRITICAL REVIEWS IN IMMUNOLOGY;1040-8401;2.551
275;CRITICAL REVIEWS IN MICROBIOLOGY;1040-841X;8.192
675;CRITICAL REVIEWS IN ONCOLOGY HEMATOLOGY;1040-8428;5.039
553;CRITICAL REVIEWS IN SOLID STATE AND MATERIALS SCIENCES;1040-8436;5.556
578;CRITICAL REVIEWS IN TOXICOLOGY;1040-8444;5.422
3311;CURRENT OPINION IN PEDIATRICS;1040-8703;2.202
988;CURRENT OPINION IN RHEUMATOLOGY;1040-8711;4.227
3484;CURRENT OPINION IN OBSTETRICS & GYNECOLOGY;1040-872X;2.134
1992;CURRENT OPINION IN OPHTHALMOLOGY;1040-8738;2.968
817;CURRENT OPINION IN ONCOLOGY;1040-8746;4.614
231;CRITICAL REVIEWS IN BIOCHEMISTRY AND MOLECULAR BIOLOGY;1040-9238;8.867
6641;Early Education and Development;1040-9289;1.183
5521;HEALTH COMMUNICATION;1041-0236;1.464
3960;IEEE PHOTONICS TECHNOLOGY LETTERS;1041-1135;1.945
8113;JOURNAL OF ESSENTIAL OIL RESEARCH;1041-2905;0.871
5956;Journal of the American Academy of Nurse Practitioners;1041-2972;1.346
5956;Journal of the American Academy of Nurse Practitioners;1041-2972;1.346
5867;JOURNAL OF APPLIED SPORT PSYCHOLOGY;1041-3200;1.369
5867;JOURNAL OF APPLIED SPORT PSYCHOLOGY;1041-3200;1.369
2747;IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING;1041-4347;2.476
4917;LEARNING AND INDIVIDUAL DIFFERENCES;1041-6080;1.631
3274;INTERNATIONAL PSYCHOGERIATRICS;1041-6102;2.220
3274;INTERNATIONAL PSYCHOGERIATRICS;1041-6102;2.220
10276;Radiation Effects and Defects in Solids;1042-0150;0.472
4134;AMERICAN JOURNAL OF HUMAN BIOLOGY;1042-0533;1.875
4134;AMERICAN JOURNAL OF HUMAN BIOLOGY;1042-0533;1.875
7780;ICHNOS-AN INTERNATIONAL JOURNAL FOR PLANT AND ANIMAL TRACES;1042-0940;0.935
6694;ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT;1042-1629;1.171
10091;Journal of Computing in Higher Education;1042-1726;0.500
1527;ENTREPRENEURSHIP THEORY AND PRACTICE;1042-2587;3.414
7102;JOURNAL OF LASER APPLICATIONS;1042-346X;1.078
4948;NEUROSURGERY CLINICS OF NORTH AMERICA;1042-3680;1.624
9164;Oral and Maxillofacial Surgery Clinics of North America;1042-3699;0.670
10578;Journal of Fire Protection Engineering;1042-3915;0.417
6941;JOURNAL OF INVASIVE CARDIOLOGY;1042-3931;1.112
7213;Journal of International Financial Markets Institutions & Money;1042-4431;1.051
8878;PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS;1042-6507;0.723
5691;MATERIALS AND MANUFACTURING PROCESSES;1042-6914;1.419
4305;POLYMERS FOR ADVANCED TECHNOLOGIES;1042-7147;1.823
6566;HETEROATOM CHEMISTRY;1042-7163;1.203
10552;JOURNAL OF ZOO AND WILDLIFE MEDICINE;1042-7260;0.421
11783;JOURNAL OF WOMENS HISTORY;1042-7961;0.127
1844;LEUKEMIA & LYMPHOMA;1042-8194;3.093
1167;OCEANOGRAPHY;1042-8275;3.883
10155;Gastroenterology Nursing;1042-895X;0.493
10155;Gastroenterology Nursing;1042-895X;0.493
10293;Engineering Management Journal;1042-9247;0.468
10293;Engineering Management Journal;1042-9247;0.468
3455;JOURNAL OF FINANCIAL INTERMEDIATION;1042-9573;2.145
6495;ACADEMIC PSYCHIATRY;1042-9670;1.217
7399;RANDOM STRUCTURES & ALGORITHMS;1042-9832;1.011
1055;HUMAN GENE THERAPY;1043-0342;4.062
867;BIOCONJUGATE CHEMISTRY;1043-1802;4.500
227;TRENDS IN ENDOCRINOLOGY AND METABOLISM;1043-2760;8.964
2293;HEAD AND NECK-JOURNAL FOR THE SCIENCES AND SPECIALTIES OF THE HEAD AND NECK;1043-3074;2.760
4639;ADVANCES IN PHYSIOLOGY EDUCATION;1043-4046;1.723
11799;JOURNAL OF THE HISTORY OF SEXUALITY;1043-4070;0.121
5383;Journal of Pediatric Oncology Nursing;1043-4542;1.507
5383;Journal of Pediatric Oncology Nursing;1043-4542;1.507
8696;RATIONALITY AND SOCIETY;1043-4631;0.758
2023;CYTOKINE;1043-4666;2.940
6947;Journal of Transcultural Nursing;1043-6596;1.111
6947;Journal of Transcultural Nursing;1043-6596;1.111
747;PHARMACOLOGICAL RESEARCH;1043-6618;4.816
5763;JOURNAL OF ELECTRONIC PACKAGING;1043-7398;1.402
9670;JOURNAL OF SOCIAL WORK EDUCATION;1043-7797;0.578
11702;LASER FOCUS WORLD;1043-8092;0.155
8829;CONTEMPORARY PACIFIC;1043-898X;0.730
4995;Policing & Society;1043-9463;1.610
6924;CHINA ECONOMIC REVIEW;1043-951X;1.116
8670;Journal of Contemporary Criminal Justice;1043-9862;0.761
1923;JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY;1044-0305;3.031
1044;AMERICAN JOURNAL OF RESPIRATORY CELL AND MOLECULAR BIOLOGY;1044-1549;4.082
9927;Journal of Disability Policy Studies;1044-2073;0.533
8696;Families In Society-The Journal of Contemporary Social Services;1044-3894;0.758
450;EPIDEMIOLOGY;1044-3983;6.075
450;EPIDEMIOLOGY;1044-3983;6.075
8758;INTERNATIONAL JOURNAL OF CONFLICT MANAGEMENT;1044-4068;0.744
3133;Management Accounting Research;1044-5005;2.286
6416;ATOMIZATION AND SPRAYS;1044-5110;1.235
256;SEMINARS IN IMMUNOLOGY;1044-5323;8.461
3440;JOURNAL OF CHILD AND ADOLESCENT PSYCHOPHARMACOLOGY;1044-5463;2.149
2565;DNA AND CELL BIOLOGY;1044-5498;2.574
189;SEMINARS IN CANCER BIOLOGY;1044-579X;9.955
2939;MATERIALS CHARACTERIZATION;1044-5803;2.383
8840;JOURNAL OF RESEARCH OF THE NATIONAL INSTITUTE OF STANDARDS AND TECHNOLOGY;1044-677X;0.729
6319;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;1044-7318;1.260
6319;INTERNATIONAL JOURNAL OF HUMAN-COMPUTER INTERACTION;1044-7318;1.260
1375;MOLECULAR AND CELLULAR NEUROSCIENCE;1044-7431;3.597
10398;WOUNDS-A COMPENDIUM OF CLINICAL RESEARCH AND PRACTICE;1044-7946;0.450
6843;Human Resource Development Quarterly;1044-8004;1.135
4736;BIOLOGICALS;1045-1056;1.690
1928;BEHAVIORAL ECOLOGY;1045-2249;3.029
1118;GENES CHROMOSOMES & CANCER;1045-2257;3.960
5552;Critical Perspectives on Accounting;1045-2354;1.454
3345;BRITISH JOURNAL OF MANAGEMENT;1045-3172;2.188
2308;SCHOOL PSYCHOLOGY QUARTERLY;1045-3830;2.750
1839;JOURNAL OF CARDIOVASCULAR ELECTROPHYSIOLOGY;1045-3873;3.097
3892;JOURNAL OF INTELLIGENT MATERIAL SYSTEMS AND STRUCTURES;1045-389X;1.975
4825;CRITICAL REVIEWS IN EUKARYOTIC GENE EXPRESSION;1045-4403;1.660
5680;JOURNAL OF DEMOCRACY;1045-5736;1.425
3824;PERMAFROST AND PERIGLACIAL PROCESSES;1045-6740;2.000
4081;HUMAN NATURE-AN INTERDISCIPLINARY BIOSOCIAL PERSPECTIVE;1045-6767;1.895
2431;IEEE TRANSACTIONS ON PARALLEL AND DISTRIBUTED SYSTEMS;1045-9219;2.661
7963;IEEE ANTENNAS AND PROPAGATION MAGAZINE;1045-9243;0.896
9341;JOURNAL OF VISUAL LANGUAGES AND COMPUTING;1045-926X;0.634
9292;CURRENT PSYCHOLOGY;1046-1310;0.644
1449;METHODS;1046-2023;3.503
4872;European Review of Social Psychology;1046-3283;1.647
4323;ENDOCRINE PATHOLOGY;1046-3976;1.817
7102;SMALL GROUP RESEARCH;1046-4964;1.078
5734;PROTEIN EXPRESSION AND PURIFICATION;1046-5928;1.407
254;JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY;1046-6673;8.491
2061;AMERICAN JOURNAL OF REPRODUCTIVE IMMUNOLOGY;1046-7408;2.916
7589;ACM TRANSACTIONS ON INFORMATION SYSTEMS;1046-8188;0.977
1462;POLITICAL ANALYSIS;1047-1987;3.491
3022;ANNALS OF EPIDEMIOLOGY;1047-2797;2.335
5289;JOURNAL OF VISUAL COMMUNICATION AND IMAGE REPRESENTATION;1047-3203;1.530
268;CEREBRAL CORTEX;1047-3211;8.285
10388;JOURNAL OF EDUCATIONAL AND PSYCHOLOGICAL CONSULTATION;1047-4412;0.452
6516;INTERNATIONAL JOURNAL OF OSTEOARCHAEOLOGY;1047-482X;1.212
4374;JOM;1047-4838;1.798
1576;ORGANIZATION SCIENCE;1047-7039;3.360
1893;INFORMATION SYSTEMS RESEARCH;1047-7047;3.047
379;PSYCHOLOGICAL INQUIRY;1047-840X;6.714
2570;JOURNAL OF STRUCTURAL BIOLOGY;1047-8477;2.570
8328;CARDIOLOGY IN THE YOUNG;1047-9511;0.825
6761;Physical Medicine and Rehabilitation Clinics of North America;1047-9651;1.153
10568;PSYCHOANALYTIC DIALOGUES;1048-1885;0.418
10421;JOURNAL OF NONPARAMETRIC STATISTICS;1048-5252;0.446
9258;Nonprofit Management & Leadership;1048-6682;0.653
3536;INTERNATIONAL JOURNAL OF GYNECOLOGICAL CANCER;1048-891X;2.116
6700;JOURNAL OF VIBRATION AND ACOUSTICS-TRANSACTIONS OF THE ASME;1048-9002;1.169
4599;Language Acquisition;1048-9223;1.735
2025;LEADERSHIP QUARTERLY;1048-9843;2.938
8960;PS-POLITICAL SCIENCE & POLITICS;1049-0965;0.708
7655;JOURNAL OF HEALTH CARE FOR THE POOR AND UNDERSERVED;1049-2089;0.963
9004;JOURNAL OF CRANIOFACIAL SURGERY;1049-2275;0.700
580;Advances In Atomic Molecular and Optical Physics;1049-250X;5.417
9799;ACM Transactions on Modeling and Computer Simulation;1049-3301;0.556
5356;ACM TRANSACTIONS ON SOFTWARE ENGINEERING AND METHODOLOGY;1049-331X;1.513
4343;WOMENS HEALTH ISSUES;1049-3867;1.811
6675;INTERACTIVE LEARNING ENVIRONMENTS;1049-4820;1.175
7382;ETHNICITY & DISEASE;1049-510X;1.014
9084;ANIMAL BIOTECHNOLOGY;1049-5398;0.686
6501;RESEARCH ON SOCIAL WORK PRACTICE;1049-7315;1.216
5757;QUALITATIVE HEALTH RESEARCH;1049-7323;1.403
3629;INTERNATIONAL JOURNAL OF WILDLAND FIRE;1049-8001;2.078
9149;Journal of Aquatic Food Product Technology;1049-8850;0.673
2651;INTERNATIONAL JOURNAL OF ROBUST AND NONLINEAR CONTROL;1049-8923;2.527
2150;INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH;1049-8931;2.857
2150;INTERNATIONAL JOURNAL OF METHODS IN PSYCHIATRIC RESEARCH;1049-8931;2.857
6155;American Journal of Hospice & Palliative Medicine;1049-9091;1.296
3804;BIOLOGICAL CONTROL;1049-9644;2.012
5591;JOURNAL OF MECHANICAL DESIGN;1050-0472;1.444
5967;Journal of the American Academy of Audiology;1050-0545;1.344
1866;TRENDS IN CARDIOVASCULAR MEDICINE;1050-1738;3.075
2843;COMMUNICATION THEORY;1050-3293;2.432
2570;PSYCHOTHERAPY RESEARCH;1050-3307;2.570
1933;FISH & SHELLFISH IMMUNOLOGY;1050-4648;3.025
4524;ANNALS OF APPLIED PROBABILITY;1050-5164;1.755
2308;JOURNAL OF GAMBLING STUDIES;1050-5350;2.750
5289;JOURNAL OF ELECTROMYOGRAPHY AND KINESIOLOGY;1050-6411;1.530
3085;CLINICAL JOURNAL OF SPORT MEDICINE;1050-642X;2.308
9578;JOURNAL OF BUSINESS AND TECHNICAL COMMUNICATION;1050-6519;0.594
6959;JOURNAL OF GEOMETRIC ANALYSIS;1050-6926;1.109
1233;THYROID;1050-7256;3.784
2740;JOURNAL OF RESEARCH ON ADOLESCENCE;1050-8392;2.480
1798;JOURNAL OF THE LEARNING SCIENCES;1050-8406;3.139
10642;INTERNATIONAL JOURNAL OF AVIATION PSYCHOLOGY;1050-8414;0.405
7959;ETHICS & BEHAVIOR;1050-8422;0.897
8377;International Journal for the Psychology of Religion;1050-8619;0.814
1049;HIPPOCAMPUS;1050-9631;4.074
2570;JOURNAL OF VASCULAR AND INTERVENTIONAL RADIOLOGY;1051-0443;2.570
980;ECOLOGICAL APPLICATIONS;1051-0761;4.252
7286;JOURNAL OF HOUSING ECONOMICS;1051-1377;1.035
