Full Journal Title;ISSN;Journal Impact Factor
Psychology of Religion and Spirituality;19411022;1.826
Annual Review of Resource Economics;19411340;1.042
Annual Review of Resource Economics;19411340;1.042
Annual Review of Financial Economics;19411367;1.031
Annual Review of Economics;19411383;2.036
Annual Review of Marine Science;19411405;13.214
Annual Review of Food Science and Technology;19411413;6.950
Journal of Aerosol Medicine and Pulmonary Drug Delivery;19412711;3.041
Circulation-Arrhythmia and Electrophysiology;19413149;4.428
Circulation-Heart Failure;19413289;6.833
Journal of Geometric Mechanics;19414889;0.600
Nanoscience and Nanotechnology Letters;19414900;1.007
Academy of Management Annals;19416520;9.741
Journal of Renewable and Sustainable Energy;19417012;0.961
Circulation-Cardiovascular Interventions;19417640;5.706
Circulation-Cardiovascular Quality and Outcomes;19417705;4.282
Lithosphere;19418264;2.618
Circulation-Cardiovascular Imaging;19419651;5.771
mAbs;19420862;4.161
Oxidative Medicine and Cellular Longevity;19420900;4.492
Journal of Advances in Modeling Earth Systems;19422466;6.417
Circulation-Cardiovascular Genetics;1942325X;3.808
Journal of Mechanisms and Robotics-Transactions of the ASME;19424302;1.044
Wiley Interdisciplinary Reviews-Data Mining and Knowledge Discovery;19424787;1.759
Marine and Coastal Fisheries;19425120;1.442
Drug Testing and Analysis;19427603;2.859
Transportation Letters-The International Journal of Transportation Research;19427867;0.405
Transportation Letters-The International Journal of Transportation Research;19427867;0.405
Population Health Management;19427891;1.629
Electronics and Communications in Japan;19429533;0.113
Psychological Trauma-Theory Research Practice and Policy;19429681;1.573
Cold Spring Harbor Perspectives in Biology;19430264;9.173
IEEE Transactions on Autonomous Mental Development;19430604;1.205
Journal of Optical Communications and Networking;19430620;2.183
IEEE Photonics Journal;19430655;2.177
IEEE Transactions on Computational Intelligence and AI in Games;1943068X;1.000
Attention Perception & Psychophysics;19433921;1.782
Attention Perception & Psychophysics;19433921;1.782
INTERNATIONAL JOURNAL OF INDUSTRIAL ENGINEERING-THEORY APPLICATIONS AND PRACTICE;1943670X;0.385
American Journal of Translational Research;19438141;3.146
Journal of Integrative Environmental Sciences;1943815X;1.214
Advances in Optics and Photonics;19438206;12.368
Journal of Development Effectiveness;19439342;0.400
Food Additives and Contaminants Part A-Chemistry Analysis Control Exposure & Risk Assessment;19440049;1.878
International Perspectives on Sexual and Reproductive Health;19440391;2.030
Standards in Genomic Sciences;19443277;1.594
Desalination and Water Treatment;19443994;1.272
Journal of Fish and Wildlife Management;1944687X;0.795
Translational Oncology;19447124;3.077
Environmental Progress & Sustainable Energy;19447442;1.631
AJIDD-American Journal on Intellectual and Developmental Disabilities;19447515;1.882
ACS Applied Materials & Interfaces;19448244;7.145
Journal of Balkan and Near Eastern Studies;19448953;0.314
Genetic Testing and Molecular Biomarkers;19450265;1.297
Science Signaling;19450877;7.359
Journal of Human Development and Capabilities;19452829;1.295
Aging-US;19454589;3.979
SIAM Journal on Financial Mathematics;1945497X;1.267
SIAM Journal on Financial Mathematics;1945497X;1.267
AMERICAN JOURNAL OF HEALTH BEHAVIOR;19457359;1.270
American Economic Journal-Microeconomics;19457669;1.359
American Economic Journal-Macroeconomics;19457707;2.567
American Economic Journal-Economic Policy;19457731;2.791
American Economic Journal-Applied Economics;19457782;4.038
American Journal of Rhinology & Allergy;19458924;1.960
Journal of Coatings Technology and Research;19459645;1.342
Journal of Legal Analysis;19465319;2.333
ACM Transactions on Computing Education;19466226;0.432
Science Translational Medicine;19466234;16.264
Statistics in Biopharmaceutical Research;19466315;0.672
Human Gene Therapy Methods;19466536;1.986
Science of Advanced Materials;19472935;1.812
Entomologica Americana;19475136;0.231
Annual Review of Chemical and Biomolecular Engineering;19475438;5.211
Annual Review of Condensed Matter Physics;19475454;16.379
Biopreservation and Biobanking;19475535;1.804
Geomatics Natural Hazards & Risk;19475705;2.140
Cartilage;19476035;1.127
CyTA-Journal of Food;19476337;0.769
Journal of Photonics for Energy;19477988;1.527
Asian American Journal of Psychology;19481985;1.388
Analysis & PDE;1948206X;1.304
Journal of Thermal Science and Engineering Applications;19485085;0.809
Social Psychological and Personality Science;19485506;2.325
Biodemography and Social Biology;19485565;1.500
ACS Medicinal Chemistry Letters;19485875;3.355
Journal of Physical Chemistry Letters;19487185;8.539
ACS Chemical Neuroscience;19487193;4.348
Weather Climate and Society;19488327;1.931
Weather Climate and Society;19488327;1.931
Nucleus;19491034;2.446
Journal of Pipeline Systems Engineering and Practice;19491190;0.896
Oncotarget;19492553;5.008
Personality Disorders-Theory Research and Treatment;19492715;2.913
IEEE Transactions on Sustainable Energy;19493029;3.727
IEEE Transactions on Affective Computing;19493045;1.873
IEEE Transactions on Smart Grid;19493053;3.190
IEEE Magnetics Letters;1949307X;1.978
Cytoskeleton;19493584;2.316
European Physical Journal-Special Topics;19516355;1.417
Dairy Science & Technology;19585586;1.435
IRBM;19590318;0.628
ArcheoSciences-Revue d Archeometrie;19601360;0.111
International Journal of Material Forming;19606206;1.241
Knowledge and Management of Aquatic Ecosystems;19619502;0.978
European Journal of Environmental and Civil Engineering;19648189;0.636
iForest-Biogeosciences and Forestry;19717458;1.070
Journal of Infection in Developing Countries;19722680;1.139
European Journal of Physical and Rehabilitation Medicine;19739087;2.063
Journal of Electrical Engineering & Technology;19750102;0.679
BioChip Journal;19760280;1.211
International Journal of Concrete Structures and Materials;19760485;1.411
Asian Nursing Research;19761317;0.849
Asian Nursing Research;19761317;0.849
Nutrition Research and Practice;19761457;1.416
Asian Journal of Technology Innovation;19761597;0.684
Gut and Liver;19762283;2.000
Carbon Letters;19764251;1.588
BMB Reports;19766696;2.782
KSII Transactions on Internet and Information Systems;19767277;0.365
Asia-Pacific Journal of Atmospheric Sciences;19767633;1.611
Animal Cells and Systems;19768354;0.481
Clinical and Experimental Otorhinolaryngology;19768710;0.855
Biomolecules & Therapeutics;19769148;2.127
Journal of East Asia and International Law;19769229;0.140
Genes & Genomics;19769571;0.692
ALEA-Latin American Journal of Probability and Mathematical Statistics;19800436;0.550
Bioscience Journal;19813163;0.218
Tropical Plant Pathology;19832052;0.835
REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA;19842961;0.990
Zoologia;19844670;0.584
Crop Breeding and Applied Biotechnology;19847033;0.946
Brazilian Journal of Pharmaceutical Sciences;19848250;0.485
Asian Myrmecology;19851944;1.100
Journal of the European Optical Society-Rapid Publications;19902573;1.199
Astrophysical Bulletin;19903413;1.186
Russian Journal of Physical Chemistry B;19907931;0.438
Bangladesh Journal of Pharmacology;1991007X;0.671
International Journal of Design;19913761;0.875
International Journal of Design;19913761;0.875
Journal of Dental Sciences;19917902;0.795
Geoscientific Model Development;1991959X;3.549
Comparative Cytogenetics;19930771;1.519
Libyan Journal of Medicine;19932820;1.429
Cryosphere;19940416;4.906
Engineering Applications of Computational Fluid Mechanics;19942060;1.033
Myrmecological News;19944136;2.386
Inland Water Biology;19950829;0.167
Cardiovascular Journal of Africa;19951892;1.022
Contemporary Problems of Ecology;19954255;0.259
Malawi Medical Journal;19957262;0.837
Asian Pacific Journal of Tropical Medicine;19957645;0.841
Journal of Eye Movement Research;19958692;0.568
Energies;19961073;2.077
Materials;19961944;2.728
Building Simulation;19963599;1.409
Nano Research;19980124;8.893
Macroheterocycles;19989539;0.804
Hydrology Research;19989563;1.779
Botanical Studies;19993110;1.159
Forests;19994907;1.583
Viruses-Basel;19994915;3.042
Journal of Oral Microbiology;20002297;3.421
Journal of Plastic Surgery and Hand Surgery;2000656X;0.791
European Journal of Psychotraumatology;20008066;2.325
Journal of Gynecologic Oncology;20050380;2.522
Geomechanics and Engineering;2005307X;1.085
Journal of Korean Academy of Nursing;20053673;0.549
Journal of Korean Academy of Nursing;20053673;0.549
Journal of Korean Neurosurgical Society;20053711;0.599
Journal of Advanced Prosthodontics;20057806;0.844
Membrane Water Treatment;20058624;0.400
Revista Mexicana de Ciencias Pecuarias;20071124;0.577
Botanical Sciences;20074298;0.624
Journal of Nonlinear Sciences and Applications;20081898;1.176
Iranian Journal of Pediatrics;20082142;0.521
DARU-Journal of Pharmaceutical Sciences;20082231;1.654
Jundishapur Journal of Microbiology;20083645;0.655
Iranian Journal of Basic Medical Sciences;20083866;1.220
Annals of Functional Analysis;20088752;0.492
Technological and Economic Development of Economy;20294913;1.952
Plant Ecology and Evolution;20323913;1.162
RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI;20374631;0.412
Italian Journal of Geosciences;20381719;1.028
Italian Journal of Agrometeorology-Rivista Italiana di Agrometeorologia;20385625;0.290
Journal of Diabetes Investigation;20401116;2.294
Journal of Developmental Origins of Health and Disease;20401744;1.733
Journal of African Media Studies;2040199X;0.075
Journal of Water and Climate Change;20402244;0.775
Journal of Healthcare Engineering;20402295;0.925
Molecular Autism;20402392;4.961
MedChemComm;20402503;2.319
Nanoscale;20403364;7.760
Comprehensive Physiology;20404603;6.364
Applied Economic Perspectives and Policy;20405790;1.148
Applied Economic Perspectives and Policy;20405790;1.148
Postmedieval-A Journal of Medieval Cultural Studies;20405960;0.073
International Journal for Numerical Methods in Biomedical Engineering;20407939;1.849
Journal of Optics;20408978;1.847
Molecular Oral Microbiology;20411006;3.061
International Journal of Applied Glass Science;20411286;1.843
Journal of Biomedical Semantics;20411480;1.620
Nature Communications;20411723;11.329
Methods in Ecology and Evolution;2041210X;6.344
Briefings in Functional Genomics;20412649;3.124
AoB Plants;20412851;2.079
Organizational Psychology Review;20413866;2.069
IMF Economic Review;20414161;2.366
Cell Death & Disease;20414889;5.378
Chemical Science;20416520;9.144
i-Perception;20416695;1.813
Astrophysical Journal Letters;20418205;5.487
Wiley Interdisciplinary Reviews-Energy and Environment;20418396;2.321
EvoDevo;20419139;3.177
Asia-Pacific Journal of Financial Studies;20419945;0.354
Global Strategy Journal;20425791;1.206
Journal of Comparative Effectiveness Research;20426305;1.075
Biology of Sex Differences;20426410;3.237
Food & Function;20426496;2.686
International Forum of Allergy & Rhinology;20426976;2.350
Interface Focus;20428898;2.590
Advances in Natural Sciences-Nanoscience and Nanotechnology;20436254;1.581
Journal of Experimental Psychopathology;20438087;0.827
Britain and the World;20438567;0.174
Journal of Water Sanitation and Hygiene for Development;20439083;0.799
Inland Waters;20442041;1.776
Nutrition & Diabetes;20444052;2.773
Catalysis Science & Technology;20444753;5.287
Skeletal Muscle;20445040;3.500
Blood Cancer Journal;20445385;4.411
BMJ Quality & Safety;20445415;4.996
BMJ Quality & Safety;20445415;4.996
Journal of Cognitive Psychology;20445911;1.892
BMJ Open;20446055;2.562
Scientific Reports;20452322;5.228
Cell and Bioscience;20453701;2.883
Israel Journal of Health Policy Research;20454015;1.354
Toxicology Research;2045452X;2.161
Cancer Medicine;20457634;2.915
Ecology and Evolution;20457758;2.537
Epidemiology and Psychiatric Sciences;20457960;2.847
Epidemiology and Psychiatric Sciences;20457960;2.847
MicrobiologyOpen;20458827;2.148
Queen Mary Journal of Intellectual Property;20459807;0.000
Bioinspired Biomimetic and Nanobiomaterials;20459858;0.523
Emerging Materials Research;20460147;0.230
BMC Biophysics;20461682;1.552
RSC Advances;20462069;3.289
Open Biology;20462441;4.822
Bone & Joint Research;20463758;2.425
Journal of Marine Engineering and Technology;20464177;0.121
Biology Open;20466390;2.135
Families Relationships and Societies;20467435;0.356
Paediatrics and International Child Health;20469047;1.103
Transnational Environmental Law;20471025;0.963
GigaScience;2047217X;7.463
European Heart Journal-Cardiovascular Imaging;20472404;4.293
Andrology;20472919;2.515
Journal of Global Health;20472978;3.559
Antimicrobial Resistance and Infection Control;20472994;2.716
International Journal of Nursing Knowledge;20473087;0.727
International Journal of Nursing Knowledge;20473087;0.727
International Journal of Developmental Disabilities;20473869;0.359
Biomaterials Science;20474830;3.614
European Journal of Preventive Cardiology;20474873;3.361
IET Biometrics;20474938;0.764
Pediatric Obesity;20476310;3.689
Journal of Software-Evolution and Process;20477473;0.729
Light-Science & Applications;20477538;13.600
Pathogens and Global Health;20477724;1.486
European Journal of Hospital Pharmacy-Science and Practice;20479956;0.432
Journal of the American Heart Association;20479980;5.117
Journal of Animal Science and Biotechnology;20491891;2.037
Microbiome;20492618;9.000
Bone & Joint Journal;20494394;2.660
Review of Keynesian Economics;20495323;0.365
Geoscience Data Journal;20496060;1.562
Pathogens and Disease;2049632X;2.483
Geotechnique Letters;2049825X;0.988
Infectious Diseases of Poverty;20499957;2.130
eLife;2050084X;8.282
Sexual Medicine;20501161;1.188
Aslib Journal of Information Management;20503806;0.676
Aslib Journal of Information Management;20503806;0.676
Progress of Theoretical and Experimental Physics;20503911;1.889
Methods and Applications in Fluorescence;20506120;2.429
Surface Innovations;20506252;1.438
United European Gastroenterology Journal;20506406;2.933
BMC Pharmacology & Toxicology;20506511;2.030
International Transactions on Electrical Energy Systems;20507038;1.084
Journal of Materials Chemistry A;20507488;8.262
Journal of Materials Chemistry B;2050750X;4.872
Journal of Materials Chemistry C;20507526;5.066
Environmental Science-Processes & Impacts;20507887;2.401
Materials Horizons;20516347;9.095
Environmental Science-Nano;20518153;5.896
Inorganic Chemistry Frontiers;20521553;4.532
Austral Entomology;20521758;1.114
IUCrJ;20522525;5.316
Journal of Environmental Health Science and Engineering;2052336X;0.129
Organic Chemistry Frontiers;20524129;4.693
Acta Crystallographica Section B-Structural Science Crystal Engineering and Materials;20525206;2.892
Environmental Science-Water Research & Technology;20531400;Not Available
2D Materials;20531583;9.611
Materials Research Express;20531591;0.968
Acta Crystallographica Section C-Structural Chemistry;20532296;0.479
Acta Crystallographica Section F-Structural Biology Communications;2053230X;0.647
